"","pclass","survived","sex","age","sibsp","parch"
"920",3,1,2,18.5,0,0
"921",3,1,2,NA,0,0
"922",3,1,2,NA,0,0
"923",3,2,1,NA,0,0
"924",3,2,1,NA,0,0
"925",3,1,2,34.5,0,0
"926",3,1,2,44,0,0
"927",3,2,2,NA,0,0
"928",3,1,2,NA,1,0
"929",3,1,1,NA,1,0
"930",3,1,2,NA,1,0
"931",3,1,2,NA,1,0
"932",3,1,2,NA,0,0
"933",3,1,1,22,2,0
"934",3,1,2,26,2,0
"935",3,2,1,4,0,2
"936",3,2,2,29,3,1
"937",3,2,1,26,1,1
"938",3,1,1,1,1,1
"939",3,1,2,18,1,1
"940",3,1,1,36,0,2
"941",3,1,2,NA,0,0
"942",3,2,2,25,0,0
"943",3,1,2,NA,0,0
"944",3,1,1,37,0,0
"945",3,1,2,NA,0,0
"946",3,2,2,NA,0,0
"947",3,1,2,NA,0,0
"948",3,2,1,22,0,0
"949",3,1,2,NA,0,0
"950",3,2,2,26,0,0
"951",3,1,2,29,0,0
"952",3,1,2,29,0,0
"953",3,1,2,22,0,0
"954",3,2,2,22,0,0
"955",3,1,2,NA,3,1
"956",3,1,1,NA,3,1
"957",3,1,1,NA,3,1
"958",3,1,1,NA,3,1
"959",3,1,1,NA,0,4
"960",3,1,2,32,0,0
"961",3,1,2,34.5,0,0
"962",3,1,1,NA,1,0
"963",3,1,2,NA,1,0
"964",3,1,2,36,0,0
"965",3,1,2,39,0,0
"966",3,1,2,24,0,0
"967",3,1,1,25,0,0
"968",3,1,1,45,0,0
"969",3,1,2,36,1,0
"970",3,1,1,30,1,0
"971",3,2,2,20,1,0
"972",3,1,2,NA,0,0
"973",3,1,2,28,0,0
"974",3,1,2,NA,0,0
"975",3,1,2,30,1,0
"976",3,1,1,26,1,0
"977",3,1,2,NA,0,0
"978",3,1,2,20.5,0,0
"979",3,2,2,27,0,0
"980",3,1,2,51,0,0
"981",3,2,1,23,0,0
"982",3,2,2,32,0,0
"983",3,1,2,NA,0,0
"984",3,1,2,NA,0,0
"985",3,2,1,NA,0,0
"986",3,2,2,24,0,0
"987",3,1,2,22,0,0
"988",3,1,1,NA,0,0
"989",3,1,2,NA,0,0
"990",3,1,2,NA,0,0
"991",3,1,2,29,0,0
"992",3,2,2,NA,0,0
"993",3,1,1,30.5,0,0
"994",3,2,1,NA,0,0
"995",3,1,2,NA,0,0
"996",3,1,2,35,0,0
"997",3,1,2,33,0,0
"998",3,2,1,NA,0,0
"999",3,1,2,NA,0,0
"1000",3,2,1,NA,0,0
"1001",3,2,2,NA,0,0
"1002",3,2,1,NA,2,0
"1003",3,2,1,NA,2,0
"1004",3,2,2,NA,2,0
"1005",3,2,1,NA,0,0
"1006",3,1,2,NA,0,0
"1007",3,2,1,NA,0,0
"1008",3,2,1,15,0,0
"1009",3,1,1,35,0,0
"1010",3,1,2,NA,0,0
"1011",3,1,2,24,1,0
"1012",3,1,1,19,1,0
"1013",3,1,1,NA,0,0
"1014",3,1,1,NA,0,0
"1015",3,1,1,NA,0,0
"1016",3,1,2,55.5,0,0
"1017",3,1,2,NA,0,0
"1018",3,2,2,21,0,0
"1019",3,1,2,NA,0,0
"1020",3,1,2,24,0,0
"1021",3,1,2,21,0,0
"1022",3,1,2,28,0,0
"1023",3,1,2,NA,0,0
"1024",3,2,1,NA,0,0
"1025",3,1,2,25,0,0
"1026",3,2,2,6,0,1
"1027",3,2,1,27,0,1
"1028",3,1,2,NA,0,0
"1029",3,2,1,NA,1,0
"1030",3,1,2,NA,1,0
"1031",3,1,2,NA,0,0
"1032",3,1,2,34,0,0
"1033",3,1,2,NA,0,0
"1034",3,2,2,NA,0,0
"1035",3,2,2,NA,1,1
"1036",3,2,2,NA,1,1
"1037",3,2,1,NA,0,2
"1038",3,2,1,NA,0,0
"1039",3,1,2,NA,0,0
"1040",3,2,1,NA,0,0
"1041",3,2,1,24,0,0
"1042",3,1,2,NA,0,0
"1043",3,2,1,NA,1,0
"1044",3,2,1,NA,1,0
"1045",3,2,1,NA,0,0
"1046",3,1,2,18,0,0
"1047",3,1,2,22,0,0
"1048",3,2,1,15,0,0
"1049",3,2,1,1,0,2
"1050",3,2,2,20,1,1
"1051",3,2,1,19,1,1
"1052",3,1,2,33,0,0
"1053",3,1,2,NA,0,0
"1054",3,1,2,NA,0,0
"1055",3,1,1,NA,0,0
"1056",3,1,2,NA,0,0
"1057",3,2,2,12,1,0
"1058",3,2,1,14,1,0
"1059",3,1,1,29,0,0
"1060",3,1,2,28,0,0
"1061",3,2,1,18,0,0
"1062",3,2,1,26,0,0
"1063",3,1,2,21,0,0
"1064",3,1,2,41,0,0
"1065",3,2,2,39,0,0
"1066",3,1,2,21,0,0
"1067",3,1,2,28.5,0,0
"1068",3,2,1,22,0,0
"1069",3,1,2,61,0,0
"1070",3,1,2,NA,1,0
"1071",3,1,2,NA,0,0
"1072",3,2,1,NA,1,0
"1073",3,1,2,NA,0,0
"1074",3,1,2,NA,0,0
"1075",3,1,2,NA,0,0
"1076",3,1,2,23,0,0
"1077",3,1,1,NA,0,0
"1078",3,2,1,NA,0,0
"1079",3,2,1,NA,0,0
"1080",3,2,1,22,0,0
"1081",3,2,2,NA,0,0
"1082",3,2,1,NA,0,0
"1083",3,2,2,9,0,1
"1084",3,1,2,28,0,0
"1085",3,1,2,42,0,1
"1086",3,1,2,NA,0,0
"1087",3,1,1,31,0,0
"1088",3,1,2,28,0,0
"1089",3,2,2,32,0,0
"1090",3,1,2,20,0,0
"1091",3,1,1,23,0,0
"1092",3,1,1,20,0,0
"1093",3,1,2,20,0,0
"1094",3,1,2,16,0,0
"1095",3,2,1,31,0,0
"1096",3,1,1,NA,0,0
"1097",3,1,2,2,3,1
"1098",3,1,2,6,3,1
"1099",3,1,1,3,3,1
"1100",3,1,1,8,3,1
"1101",3,1,1,29,0,4
"1102",3,1,2,1,4,1
"1103",3,1,2,7,4,1
"1104",3,1,2,2,4,1
"1105",3,1,2,16,4,1
"1106",3,1,2,14,4,1
"1107",3,1,1,41,0,5
"1108",3,1,2,21,0,0
"1109",3,1,2,19,0,0
"1110",3,1,2,NA,0,0
"1111",3,1,2,32,0,0
"1112",3,1,2,0.75,1,1
"1113",3,1,1,3,1,1
"1114",3,1,1,26,0,2
"1115",3,1,2,NA,0,0
"1116",3,1,2,NA,0,0
"1117",3,1,2,NA,0,0
"1118",3,1,2,21,0,0
"1119",3,1,2,25,0,0
"1120",3,1,2,22,0,0
"1121",3,2,2,25,1,0
"1122",3,2,2,NA,1,1
"1123",3,2,1,NA,1,1
"1124",3,2,1,NA,0,2
"1125",3,1,1,NA,0,0
"1126",3,1,2,24,0,0
"1127",3,1,1,28,0,0
"1128",3,1,2,19,0,0
"1129",3,1,2,NA,0,0
"1130",3,1,2,25,1,0
"1131",3,1,1,18,0,0
"1132",3,2,2,32,0,0
"1133",3,1,2,NA,0,0
"1134",3,1,2,17,0,0
"1135",3,1,2,24,0,0
"1136",3,1,2,NA,0,0
"1137",3,1,1,NA,0,0
"1138",3,1,2,NA,0,0
"1139",3,1,2,NA,0,0
"1140",3,1,2,38,0,0
"1141",3,1,2,21,0,0
"1142",3,1,2,10,4,1
"1143",3,1,2,4,4,1
"1144",3,1,2,7,4,1
"1145",3,1,2,2,4,1
"1146",3,1,2,8,4,1
"1147",3,1,1,39,0,5
"1148",3,1,1,22,0,0
"1149",3,1,2,35,0,0
"1150",3,2,1,NA,0,0
"1151",3,1,2,NA,0,0
"1152",3,1,1,NA,0,0
"1153",3,1,2,50,1,0
"1154",3,1,1,47,1,0
"1155",3,1,2,NA,0,0
"1156",3,1,2,NA,0,0
"1157",3,1,1,2,1,1
"1158",3,1,2,18,1,1
"1159",3,1,1,41,0,2
"1160",3,2,1,NA,0,0
"1161",3,1,2,50,0,0
"1162",3,1,2,16,0,0
"1163",3,2,2,NA,0,0
"1164",3,1,2,NA,0,0
"1165",3,1,2,NA,0,0
"1166",3,1,2,25,0,0
"1167",3,1,2,NA,0,0
"1168",3,1,2,NA,0,0
"1169",3,1,2,NA,0,0
"1170",3,1,2,38.5,0,0
"1171",3,1,2,NA,8,2
"1172",3,1,2,14.5,8,2
"1173",3,1,1,NA,8,2
"1174",3,1,1,NA,8,2
"1175",3,1,1,NA,8,2
"1176",3,1,1,NA,8,2
"1177",3,1,2,NA,8,2
"1178",3,1,2,NA,8,2
"1179",3,1,2,NA,8,2
"1180",3,1,2,NA,1,9
"1181",3,1,1,NA,1,9
"1182",3,1,2,24,0,0
"1183",3,2,1,21,0,0
"1184",3,1,2,39,0,0
"1185",3,1,2,NA,2,0
"1186",3,1,2,NA,2,0
"1187",3,1,2,NA,2,0
"1188",3,2,1,1,1,1
"1189",3,2,1,24,0,2
"1190",3,2,1,4,1,1
"1191",3,2,2,25,0,0
"1192",3,1,2,20,0,0
"1193",3,1,2,24.5,0,0
"1194",3,1,2,NA,0,0
"1195",3,1,2,NA,0,0
"1196",3,1,2,NA,0,0
"1197",3,2,2,29,0,0
"1198",3,1,2,NA,0,0
"1199",3,2,1,NA,0,0
"1200",3,1,2,NA,0,0
"1201",3,1,2,NA,0,0
"1202",3,1,2,22,0,0
"1203",3,1,2,NA,0,0
"1204",3,1,2,40,0,0
"1205",3,1,2,21,0,0
"1206",3,2,1,18,0,0
"1207",3,1,2,4,3,2
"1208",3,1,2,10,3,2
"1209",3,1,1,9,3,2
"1210",3,1,1,2,3,2
"1211",3,1,2,40,1,4
"1212",3,1,1,45,1,4
"1213",3,1,2,NA,0,0
"1214",3,1,2,NA,0,0
"1215",3,1,2,NA,0,0
"1216",3,1,2,NA,0,0
"1217",3,2,1,NA,0,0
"1218",3,1,2,19,0,0
"1219",3,1,2,30,0,0
"1220",3,1,2,NA,0,0
"1221",3,1,2,32,0,0
"1222",3,1,2,NA,0,0
"1223",3,1,2,33,0,0
"1224",3,2,1,23,0,0
"1225",3,1,2,21,0,0
"1226",3,1,2,60.5,0,0
"1227",3,1,2,19,0,0
"1228",3,1,1,22,0,0
"1229",3,2,2,31,0,0
"1230",3,1,2,27,0,0
"1231",3,1,1,2,0,1
"1232",3,1,1,29,1,1
"1233",3,2,2,16,0,0
"1234",3,2,2,44,0,0
"1235",3,1,2,25,0,0
"1236",3,1,2,74,0,0
"1237",3,2,2,14,0,0
"1238",3,1,2,24,0,0
"1239",3,2,2,25,0,0
"1240",3,1,2,34,0,0
"1241",3,2,2,0.416700006,0,1
"1242",3,1,2,NA,1,0
"1243",3,1,2,NA,0,0
"1244",3,1,2,NA,0,0
"1245",3,2,1,16,1,1
"1246",3,1,2,NA,0,0
"1247",3,1,2,NA,1,0
"1248",3,2,1,NA,1,0
"1249",3,1,2,32,0,0
"1250",3,1,2,NA,0,0
"1251",3,1,2,NA,0,0
"1252",3,1,2,30.5,0,0
"1253",3,1,2,44,0,0
"1254",3,1,2,NA,0,0
"1255",3,2,2,25,0,0
"1256",3,1,2,NA,0,0
"1257",3,2,2,7,1,1
"1258",3,2,1,9,1,1
"1259",3,2,1,29,0,2
"1260",3,1,2,36,0,0
"1261",3,2,1,18,0,0
"1262",3,2,1,63,0,0
"1263",3,1,2,NA,1,1
"1264",3,1,2,11.5,1,1
"1265",3,1,2,40.5,0,2
"1266",3,1,1,10,0,2
"1267",3,1,2,36,1,1
"1268",3,1,1,30,1,1
"1269",3,1,2,NA,0,0
"1270",3,1,2,33,0,0
"1271",3,1,2,28,0,0
"1272",3,1,2,28,0,0
"1273",3,1,2,47,0,0
"1274",3,1,1,18,2,0
"1275",3,1,2,31,3,0
"1276",3,1,2,16,2,0
"1277",3,1,1,31,1,0
"1278",3,2,2,22,0,0
"1279",3,1,2,20,0,0
"1280",3,1,1,14,0,0
"1281",3,1,2,22,0,0
"1282",3,1,2,22,0,0
"1283",3,1,2,NA,0,0
"1284",3,1,2,NA,0,0
"1285",3,1,2,NA,0,0
"1286",3,1,2,32.5,0,0
"1287",3,2,1,38,0,0
"1288",3,1,2,51,0,0
"1289",3,1,2,18,1,0
"1290",3,1,2,21,1,0
"1291",3,2,1,47,1,0
"1292",3,1,2,NA,0,0
"1293",3,1,2,NA,0,0
"1294",3,1,2,NA,0,0
"1295",3,1,2,28.5,0,0
"1296",3,1,2,21,0,0
"1297",3,1,2,27,0,0
"1298",3,1,2,NA,0,0
"1299",3,1,2,36,0,0
"1300",3,1,2,27,1,0
"1301",3,2,1,15,1,0
"1302",3,1,2,45.5,0,0
"1303",3,1,2,NA,0,0
"1304",3,1,2,NA,0,0
"1305",3,1,1,14.5,1,0
"1306",3,1,1,NA,1,0
"1307",3,1,2,26.5,0,0
"1308",3,1,2,27,0,0
"1309",3,1,2,29,0,0
